timestamp,location,temperature,humidity,wind_speed,precipitation
2023-12-22 15:20:09,CentralPark,20.40372815777712,57.76432370075776,3.3361889218012597,0.575718024464031
2023-12-22 15:20:09,Downtown,28.482404043714084,68.65636642410266,7.1411365840477306,0.4907283895479909
2023-12-22 15:20:09,SuburbA,26.912667735814665,68.85151137776748,7.651469360259398,0.004347111534188597
2023-12-22 15:20:09,SuburbB,25.91796798745714,63.02187652963171,7.631292861504347,0.04641543772566564
2023-12-22 15:35:09,CentralPark,24.918004229955628,72.83275465023085,4.989841386825217,0.08488242882947665
2023-12-22 15:35:09,Downtown,29.306434199296007,66.7335651315517,5.0299803004859065,0.4378403034740372
2023-12-22 15:35:09,SuburbA,21.68395818394054,64.81612649774735,4.527656122764978,0.4709531432886675
2023-12-22 15:35:09,SuburbB,26.95949620132695,72.75735299624266,3.8926581547260697,0.15968743109445338
2023-12-22 15:50:09,CentralPark,23.675117591680046,63.71201681365936,6.557625144508028,0.2566902597547389
2023-12-22 15:50:09,Downtown,21.859935253209745,58.57499801671634,5.807892726647118,0.33732915429782934
2023-12-22 15:50:09,SuburbA,26.258234032964893,70.90496986779013,4.970615163268875,0.2545562706946581
2023-12-22 15:50:09,SuburbB,24.891498072098855,76.08638360348479,4.286196925462815,0.3441624423238118
2023-12-22 16:05:09,CentralPark,23.629388056714397,70.91683825956581,4.051138560060648,0.17905502064682877
2023-12-22 16:05:09,Downtown,24.625883772225915,68.82355928798893,3.3666511429477772,0.13677276590634152
2023-12-22 16:05:09,SuburbA,26.918042116056103,68.57086482523843,7.065424108442708,0.08653663982927146
2023-12-22 16:05:09,SuburbB,29.515655044251837,79.2198699516242,7.60264137212582,0.16114721627608547
2023-12-22 16:20:09,CentralPark,24.631677214990713,77.81869889254352,6.1925368764183375,0.12636240380786407
2023-12-22 16:20:09,Downtown,23.240429577051817,66.86154886750208,3.016885512615268,0.540060525922852
2023-12-22 16:20:09,SuburbA,26.07155789382655,58.646658953760756,6.058359938960694,0.09614449698790356
2023-12-22 16:20:09,SuburbB,22.753993951952435,70.34003716754503,3.610615612118125,0.21008168852641745
2023-12-22 16:35:09,CentralPark,21.00599235206258,63.50043186114449,3.092981951202794,0.5229167693583903
2023-12-22 16:35:09,Downtown,26.251407511803883,68.97542968368637,4.960588260710398,0.03787503040901263
2023-12-22 16:35:09,SuburbA,20.45397891065639,51.854699962232225,5.978326183033319,0.6171884597401116
2023-12-22 16:35:09,SuburbB,21.466806293580184,58.36245055201941,5.799621128633586,0.25989995865758225
2023-12-22 16:50:09,CentralPark,22.99206914544049,54.4295329689601,6.774742574783858,0.17060144358659668
2023-12-22 16:50:09,Downtown,21.08256441453885,53.560971597236424,6.521201653824058,0.2865242419908246
2023-12-22 16:50:09,SuburbA,23.792218023397364,63.68721515017301,7.655311543151665,0.3637891701250826
2023-12-22 16:50:09,SuburbB,28.302331497770886,71.1819503634386,5.644352811071527,0.37441915352125155
2023-12-22 17:05:09,CentralPark,21.670264009446207,79.24463516272442,6.029964310879217,0.2661637205449632
2023-12-22 17:05:09,Downtown,24.655356937433098,62.55558187925365,7.370831581875001,0.1845779821606083
